pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_2.started,Fixation.started,Fixation.stopped,Line1.started,Line2.started,Line3.started,Line4.started,Probe.started,key_resp_2.started,routine_2.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,c,5,2,22,2,,,,,64.72437670000363,,64.70934010000201,64.72437670000363,65.70801250002114,65.70801250002114,65.70801250002114,65.70801250002114,65.7214907000307,66.72060519998195,66.72060519998195,69.10367300000507,c,1,2.3776273999828845,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,5,3,23,3,,,,,69.12112850003177,,69.10545199998887,69.12112850003177,70.10420549998526,70.10420549998526,70.10420549998526,70.10420549998526,70.11806780000916,71.11696070001926,71.11696070001926,73.18363709998084,x,0,2.05013190000318,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,6,0,24,0,,,,,73.20126000000164,,73.18558290001238,73.20126000000164,74.18437919998541,74.18437919998541,74.18437919998541,74.18437919998541,74.19816899998114,75.19730240001809,75.19730240001809,75.61506260000169,v,0,0.4066696999943815,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,6,1,25,1,,,,,75.63279499998316,,75.61710179998772,75.63279499998316,76.63160040002549,76.63160040002549,76.63160040002549,76.63160040002549,76.64568379998673,77.62866879999638,77.62866879999638,78.56252029997995,z,0,0.9221106000477448,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,6,2,26,2,,,,,78.58011530002113,,78.56442780001089,78.58011530002113,79.56276719999732,79.56276719999732,79.56276719999732,79.56276719999732,79.57704930001637,80.5759208999807,80.5759208999807,82.79224540002178,c,1,2.2029297000262886,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,6,3,27,3,,,,,82.81014730001334,,82.79453270003432,82.81014730001334,83.7930755999987,83.7930755999987,83.7930755999987,83.7930755999987,83.8067705000285,84.80598170001758,84.80598170001758,85.74023830000078,x,0,0.9207242000265978,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,7,0,28,0,,,,,85.75775280001108,,85.74214889999712,85.75775280001108,86.75438629998825,86.75438629998825,86.75438629998825,86.75438629998825,86.75438629998825,87.75340320001123,87.75340320001123,89.42071879998548,v,0,1.6554270999622531,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,7,1,29,1,,,,,89.43833239999367,,89.42289300000994,89.43833239999367,90.43489319999935,90.43489319999935,90.43489319999935,90.43489319999935,90.43489319999935,91.43393569998443,91.43393569998443,92.18472349998774,z,0,0.7402669999864884,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,7,2,30,2,,,,,92.20222869998543,,92.18670150003163,92.20222869998543,93.1990066000144,93.1990066000144,93.1990066000144,93.1990066000144,93.1990066000144,94.19830290001119,94.19830290001119,95.1823736000224,c,1,0.975903999991715,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,7,3,31,3,,,,,95.19950540002901,,95.18403260002378,95.19950540002901,96.1826230000006,96.1826230000006,96.1826230000006,96.1826230000006,96.19653910002671,97.19571579998592,97.19571579998592,98.29663549998077,x,0,1.0983303999528289,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,8,0,32,0,,,,,98.3142939999816,,98.29837600002065,98.3142939999816,99.31105900002876,99.31105900002876,99.31105900002876,99.31105900002876,99.31105900002876,100.30997900001239,100.30997900001239,101.47695490001934,v,0,1.155637999996543,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,8,1,33,1,,,,,101.49471410003025,,101.47861589997774,101.49471410003025,102.47740710002836,102.47740710002836,102.47740710002836,102.47740710002836,102.4913803000236,103.49063630000455,103.49063630000455,104.75820410001324,z,0,1.2653432000079192,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,8,2,34,2,,,,,104.77547799999593,,104.76022200001171,104.77547799999593,105.77235869999276,105.77235869999276,105.77235869999276,105.77235869999276,105.77235869999276,106.77137550001498,106.77137550001498,108.32141370000318,c,1,1.5476736999698915,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,8,3,35,3,,,,,108.33865809999406,,108.32352630002424,108.33865809999406,109.32232819998171,109.32232819998171,109.32232819998171,109.32232819998171,109.33574870001758,110.335047999979,110.335047999979,111.15256439999212,x,0,0.8035012999898754,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,9,0,36,0,,,,,111.1702497000224,,111.154479800025,111.1702497000224,112.16710700001568,112.16710700001568,112.16710700001568,112.16710700001568,112.16710700001568,113.16608340002131,113.16608340002131,114.06702259997837,v,0,0.8898684000014327,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,9,1,37,1,,,,,114.08398240001407,,114.06889890000457,114.08398240001407,115.08110300003318,115.08110300003318,115.08110300003318,115.08110300003318,115.08110300003318,116.08038900000975,116.08038900000975,116.6975686000078,z,0,0.6107523000100628,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,9,2,38,2,,,,,116.71535409998614,,116.69940179999685,116.71535409998614,117.6983934000018,117.6983934000018,117.6983934000018,117.6983934000018,117.71229100000346,118.7116000999813,118.7116000999813,119.04651760001434,c,1,0.3179948999895714,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,9,3,39,3,,,,,119.06384170003003,,119.0484046000056,119.06384170003003,120.06044640002074,120.06044640002074,120.06044640002074,120.06044640002074,120.06044640002074,121.05975469999248,121.05975469999248,122.12714180001058,x,0,1.0534009999828413,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,10,0,40,0,,,,,122.14459209999768,,122.12907580001047,122.14459209999768,123.14405499998247,123.14405499998247,123.14405499998247,123.14405499998247,123.15789770003175,124.1403403999866,124.1403403999866,125.67415999999503,v,0,1.5255622999975458,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,10,1,41,1,,,,,125.69164819997968,,125.67583850002848,125.69164819997968,126.67412919999333,126.67412919999333,126.67412919999333,126.67412919999333,126.68835419998504,127.6876427999814,127.6876427999814,128.07178890000796,z,0,0.3762908999924548,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,10,2,42,2,,,,,128.0895275999792,,128.07381879998138,128.0895275999792,129.07211910001934,129.07211910001934,129.07211910001934,129.07211910001934,129.08657210000092,130.08542720001424,130.08542720001424,130.20395669998834,c,1,0.10836900002323091,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,10,3,43,3,,,,,130.221149399993,,130.20577990001766,130.221149399993,131.21784789999947,131.21784789999947,131.21784789999947,131.21784789999947,131.21784789999947,132.21691120002652,132.21691120002652,132.56810999999288,x,0,0.3396569999749772,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,11,0,44,0,,,,,132.58609390002675,,132.57004770002095,132.58609390002675,133.56840109999757,133.56840109999757,133.56840109999757,133.56840109999757,133.59941439999966,134.5819340000162,134.5819340000162,134.91564419999486,v,0,0.31718810001621023,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,11,1,45,1,,,,,134.93379460001597,,134.9174936999916,134.93379460001597,135.9166172000114,135.9166172000114,135.9166172000114,135.9166172000114,135.93075780000072,136.92990749998717,136.92990749998717,137.86382179998327,z,0,0.9176794000086375,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
50,c,11,2,46,2,,,,,137.88171099999454,,137.86564919998636,137.88171099999454,138.86398279998684,138.86398279998684,138.86398279998684,138.86398279998684,138.89501259999815,139.87749430001713,139.87749430001713,141.79359319998184,c,1,1.9049346999963745,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-150,z,11,3,47,3,,,,,141.81102660001488,,141.79601920000277,141.81102660001488,142.8081714999862,142.8081714999862,142.8081714999862,142.8081714999862,142.8081714999862,143.80745660001412,143.80745660001412,144.82427199999802,x,0,1.003016899980139,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
-50,x,12,0,48,0,,,,,144.8422851000214,,144.8262314000167,144.8422851000214,145.825546499982,145.825546499982,145.825546499982,145.825546499982,145.83930520003196,146.83825730002718,146.83825730002718,148.47216840001056,v,0,1.6198533999850042,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
150,v,12,1,49,1,,,,,148.4898178000003,,148.4741703000036,148.4898178000003,149.48626720003085,149.48626720003085,149.48626720003085,149.48626720003085,149.48626720003085,150.48551949998364,150.48551949998364,150.9529702999862,x,0,0.46098609996261075,None,,,,,,,,,,,,,,,727214,001,2024-10-16_17h50.24.138,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 17h50.33.464475 +0530,
