pos,corr_resp,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
-50,x,0,3,3,2,45,0,180,0,2549.7667205999605,,2549.750465399993,2549.7667205999605,2550.7495134999626,2550.7495134999626,2550.7495134999626,2550.7495134999626,2550.7631488000043,2551.762355499959,2551.762355499959,2554.578295799962,v,0,2.8031343999900855,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,3,3,2,45,1,181,1,2554.595952600008,,2554.5807542999974,2554.595952600008,2555.592536799959,2555.592536799959,2555.592536799959,2555.592536799959,2555.592536799959,2556.59179809998,2556.59179809998,2557.7251467999886,z,0,1.1284600000362843,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,3,3,2,45,2,182,2,2557.7435785999987,,2557.726881599985,2557.7435785999987,2558.7260881999973,2558.7260881999973,2558.7260881999973,2558.7260881999973,2558.73989550001,2559.7391515999916,2559.7391515999916,2562.1553690999863,c,1,2.400560200039763,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,3,3,2,45,3,183,3,2562.172749099962,,2562.1574351000017,2562.172749099962,2563.1559144000057,2563.1559144000057,2563.1559144000057,2563.1559144000057,2563.1694998000166,2564.1686642999994,2564.1686642999994,2564.6695075999596,x,0,0.4961051999707706,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,3,3,2,46,0,184,0,2564.6877061999985,,2564.6724214999704,2564.6877061999985,2565.670125000004,2565.670125000004,2565.670125000004,2565.670125000004,2565.684283200011,2566.6834229999804,2566.6834229999804,2567.0843961999635,v,0,0.39429790002759546,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,3,3,2,46,1,185,1,2567.1020459000138,,2567.086240099976,2567.1020459000138,2568.085028100002,2568.085028100002,2568.085028100002,2568.085028100002,2568.098945399979,2569.0980553000118,2569.0980553000118,2569.7158372999984,z,0,0.6013864999986254,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,3,3,2,46,2,186,2,2569.7338283999707,,2569.7177857999923,2569.7338283999707,2570.715892600012,2570.715892600012,2570.715892600012,2570.715892600012,2570.7466938999714,2571.729087100015,2571.729087100015,2572.479999699979,c,1,0.7474180000135675,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,3,3,2,46,3,187,3,2572.497616000008,,2572.4817651999765,2572.497616000008,2573.4808250999777,2573.4808250999777,2573.4808250999777,2573.4808250999777,2573.4945394999813,2574.493626200012,2574.493626200012,2575.410624500015,x,0,0.9037764000240713,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,3,3,2,47,0,188,0,2575.428986899962,,2575.4122028999845,2575.428986899962,2576.4114535999834,2576.4114535999834,2576.4114535999834,2576.4114535999834,2576.425354200008,2577.4244995999616,2577.4244995999616,2579.3072654000134,v,0,1.874040100025013,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,3,3,2,47,1,189,1,2579.3256938999984,,2579.3088153999997,2579.3256938999984,2580.3080701999716,2580.3080701999716,2580.3080701999716,2580.3080701999716,2580.3222875999636,2581.321395899984,2581.321395899984,2582.7214393999893,z,0,1.3923310000100173,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,3,3,2,47,2,190,2,2582.7392899999977,,2582.7230512999813,2582.7392899999977,2583.7222658999963,2583.7222658999963,2583.7222658999963,2583.7222658999963,2583.7361050999607,2584.7351891999715,2584.7351891999715,2586.768772499985,c,1,2.016762799990829,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,3,3,2,47,3,191,3,2586.78659969999,,2586.7707635000115,2586.78659969999,2587.7856652999762,2587.7856652999762,2587.7856652999762,2587.7856652999762,2587.7992973999935,2588.782041199971,2588.782041199971,2589.249808499997,x,0,0.4536857000202872,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,3,3,2,48,0,192,0,2589.267635199998,,2589.251855199982,2589.267635199998,2590.2670004999964,2590.2670004999964,2590.2670004999964,2590.2670004999964,2590.280672599969,2591.263147199992,2591.263147199992,2591.697133400012,v,0,0.4200152999837883,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,3,3,2,48,1,193,1,2591.7155992999906,,2591.699089600006,2591.7155992999906,2592.6979583000066,2592.6979583000066,2592.6979583000066,2592.6979583000066,2592.712156099966,2593.711309199978,2593.711309199978,2594.1128148999996,z,0,0.3987168000312522,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,3,3,2,48,2,194,2,2594.1303301000153,,2594.114589500008,2594.1303301000153,2595.1268631999847,2595.1268631999847,2595.1268631999847,2595.1268631999847,2595.1268631999847,2596.125939599995,2596.125939599995,2596.4770268999855,c,1,0.3416978999739513,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,3,3,2,48,3,195,3,2596.494791699981,,2596.478850100015,2596.494791699981,2597.4775602999725,2597.4775602999725,2597.4775602999725,2597.4775602999725,2597.491268099984,2598.4904546999605,2598.4904546999605,2599.4245451999595,x,0,0.9195604000124149,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,0,3,3,2,49,0,196,0,2599.4422831999836,,2599.4263974999776,2599.4422831999836,2600.424677599978,2600.424677599978,2600.424677599978,2600.424677599978,2600.438585600001,2601.437920700002,2601.437920700002,2601.856709799962,v,0,0.40650599997024983,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,0,3,3,2,49,1,197,1,2601.874119699991,,2601.8588898999733,2601.874119699991,2602.870544300007,2602.870544300007,2602.870544300007,2602.870544300007,2602.870544300007,2603.869509799988,2603.869509799988,2604.9200530999806,z,0,1.0472275000065565,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,3,3,2,49,2,198,2,2604.937798900006,,2604.921781399986,2604.937798900006,2605.9206464000163,2605.9206464000163,2605.9206464000163,2605.9206464000163,2605.934403099993,2606.9334742999636,2606.9334742999636,2608.267358699988,c,1,1.3232985000358894,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,0,3,3,2,49,3,199,3,2608.2846770999604,,2608.269282299967,2608.2846770999604,2609.2680229999823,2609.2680229999823,2609.2680229999823,2609.2680229999823,2609.281583199976,2610.28078739997,2610.28078739997,2611.397958699963,x,0,1.1003095000050962,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,0,3,3,2,,,,,,,,,,,,,,,,,,,,,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,1,0,4,1,0,0,0,0,2611.416146099975,,2611.4082645999733,2611.416146099975,2612.3987307999632,2612.3987307999632,2612.3987307999632,2612.3987307999632,2612.4124644999974,2613.4115924999933,2613.4115924999933,2615.4276674999855,v,0,2.001559800002724,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,1,0,4,1,0,1,1,1,2615.445733700006,,2615.430229599995,2615.445733700006,2616.42847839999,2616.42847839999,2616.42847839999,2616.42847839999,2616.44261139998,2617.44179479999,2617.44179479999,2620.0576528999954,z,0,2.6021192999905907,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,1,0,4,1,0,2,2,2,2620.075340599986,,2620.059437799966,2620.075340599986,2621.058171599987,2621.058171599987,2621.058171599987,2621.058171599987,2621.0717911999673,2622.0711506999796,2622.0711506999796,2622.9718640999636,c,1,0.8957591000362299,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,1,0,4,1,0,3,3,3,2622.989666600013,,2622.9736738000065,2622.989666600013,2623.9721811999916,2623.9721811999916,2623.9721811999916,2623.9721811999916,2623.986490799987,2624.9855610000086,2624.9855610000086,2626.352572200005,x,0,1.3575896000256762,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,1,0,4,1,1,0,4,0,2626.3701175999595,,2626.354525099974,2626.3701175999595,2627.353210899979,2627.353210899979,2627.353210899979,2627.353210899979,2627.366711299983,2628.365838699974,2628.365838699974,2630.465505799977,v,0,2.092830399982631,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,1,0,4,1,1,1,5,1,2630.483472199994,,2630.467374300002,2630.483472199994,2631.4661821000045,2631.4661821000045,2631.4661821000045,2631.4661821000045,2631.48011949996,2632.4792908999952,2632.4792908999952,2633.3468376999954,z,0,0.8539677999797277,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,1,0,4,1,1,2,6,2,2633.364540999988,,2633.348743999959,2633.364540999988,2634.3472155999625,2634.3472155999625,2634.3472155999625,2634.3472155999625,2634.3610120000085,2635.3600466999924,2635.3600466999924,2637.960484799987,c,1,2.5983483000309207,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,1,0,4,1,1,3,7,3,2637.9775929999887,,2637.9623862999724,2637.9775929999887,2638.9741532999906,2638.9741532999906,2638.9741532999906,2638.9741532999906,2638.9741532999906,2639.9732755000005,2639.9732755000005,2641.739731199981,x,0,1.7541290000081062,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,1,0,4,1,2,0,8,0,2641.757275699987,,2641.7415962999803,2641.757275699987,2642.740291199996,2642.740291199996,2642.740291199996,2642.740291199996,2642.7539386000135,2643.753295200004,2643.753295200004,2644.3713034999673,v,0,0.6139957999694161,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,1,0,4,1,2,1,9,1,2644.38865909999,,2644.3732335999957,2644.38865909999,2645.3854052000097,2645.3854052000097,2645.3854052000097,2645.3854052000097,2645.3854052000097,2646.3845269000158,2646.3845269000158,2647.568342799961,z,0,1.1695984999532811,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,1,0,4,1,2,2,10,2,2647.5860525000026,,2647.570268200012,2647.5860525000026,2648.568915700016,2648.568915700016,2648.568915700016,2648.568915700016,2648.5828683999716,2649.5820605999907,2649.5820605999907,2649.950402199989,c,1,0.3650653999648057,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,1,0,4,1,2,3,11,3,2649.967744499969,,2649.9529298999696,2649.967744499969,2650.966909300012,2650.966909300012,2650.966909300012,2650.966909300012,2650.9808496999904,2651.963325699966,2651.963325699966,2652.6309072999866,x,0,0.6535127999959514,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-50,x,1,0,4,1,3,0,12,0,2652.648435899988,,2652.63267989998,2652.648435899988,2653.6312451999984,2653.6312451999984,2653.6312451999984,2653.6312451999984,2653.645065699995,2654.644347399997,2654.644347399997,2656.4939591999864,v,0,1.8362257000408135,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
150,v,1,0,4,1,3,1,13,1,2656.512115699996,,2656.4957985999645,2656.512115699996,2657.4946069999714,2657.4946069999714,2657.4946069999714,2657.4946069999714,2657.508870999969,2658.5078415999888,2658.5078415999888,2659.125803300005,z,0,0.6141688000061549,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
50,c,1,0,4,1,3,2,14,2,2659.142935700016,,2659.127658099984,2659.142935700016,2660.126047400001,2660.126047400001,2660.126047400001,2660.126047400001,2660.1397466000053,2661.138722100004,2661.138722100004,2661.957127599977,c,1,0.8166135000064969,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
-150,z,1,0,4,1,3,3,15,3,2661.974068599986,,2661.9589775999775,2661.974068599986,2662.971081099997,2662.971081099997,2662.971081099997,2662.971081099997,2662.971081099997,2663.970106499968,2663.970106499968,2665.037458000006,x,0,1.052921399998013,None,293371,001,2024-10-16_15h55.48.869,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-16 15h55.58.497276 +0530,
