pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,routine_2.started,Fixation.started,Line1.started,Line2.started,Line3.started,Line4.started,Fixation.stopped,Probe.started,key_resp_2.started,routine_2.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
-150,z,5,3,23,3,,,,,92.52415630000178,,92.50807679991703,92.52415630000178,93.50668019999284,93.50668019999284,93.50668019999284,93.50668019999284,93.52071149996482,94.51960969995707,94.51960969995707,96.28689470002428,z,1,1.750218000030145,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,6,0,24,0,,,,,96.30418119998649,,96.28886540001258,96.30418119998649,97.28725169994868,97.28725169994868,97.28725169994868,97.28725169994868,97.3004624999594,98.30407359998208,98.30407359998208,101.3845271000173,c,0,3.067388999974355,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,6,1,25,1,,,,,101.40091939992271,,101.3858540999936,101.40091939992271,102.40247069997713,102.40247069997713,102.40247069997713,102.40247069997713,102.40247069997713,103.39980999997351,103.39980999997351,105.84882730001118,v,1,2.44171839999035,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,6,2,26,2,,,,,105.86404509993736,,105.85062489996199,105.86404509993736,106.86326989997178,106.86326989997178,106.86326989997178,106.86326989997178,106.86326989997178,107.86235529999249,107.86235529999249,109.7791882000165,x,0,1.9112759000854567,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,6,3,27,3,,,,,109.79407910001464,,109.7811415999895,109.79407910001464,110.79364549997263,110.79364549997263,110.79364549997263,110.79364549997263,110.79364549997263,111.79283609997947,111.79283609997947,113.47608870000113,z,1,1.6807477999245748,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,7,0,28,0,,,,,113.49066699994728,,113.47753499995451,113.49066699994728,114.49045149993617,114.49045149993617,114.49045149993617,114.49045149993617,114.49045149993617,115.48882129997946,115.48882129997946,116.90666699991561,c,0,1.4045432999264449,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,7,1,29,1,,,,,116.92178129998501,,116.90847859997302,116.92178129998501,117.92086289997678,117.92086289997678,117.92086289997678,117.92086289997678,117.92086289997678,118.92002780002076,118.92002780002076,121.55295539996587,v,1,2.6199787999503314,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,7,2,30,2,,,,,121.56793809996452,,121.55469319992699,121.56793809996452,122.56691569997929,122.56691569997929,122.56691569997929,122.56691569997929,122.56691569997929,123.56600709992927,123.56600709992927,125.83225809992291,x,0,2.251711199991405,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,7,3,31,3,,,,,125.84764819999691,,125.83385099994484,125.84764819999691,126.8467281999765,126.8467281999765,126.8467281999765,126.8467281999765,126.8467281999765,127.84558520000428,127.84558520000428,129.59655419993214,z,1,1.7365699999500066,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,8,0,32,0,,,,,129.61106569995172,,129.5987570999423,129.61106569995172,130.610126900021,130.610126900021,130.610126900021,130.610126900021,130.610126900021,131.60999599995557,131.60999599995557,133.59293980000075,c,0,1.9804849999491125,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,8,1,33,1,,,,,133.6077717000153,,133.594691199949,133.6077717000153,134.6070709999185,134.6070709999185,134.6070709999185,134.6070709999185,134.6070709999185,135.60620959999505,135.60620959999505,137.22347939992324,v,1,1.5995106000918895,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,8,2,34,2,,,,,137.2386317999335,,137.22528959996998,137.2386317999335,138.23734370002057,138.23734370002057,138.23734370002057,138.23734370002057,138.25404989998788,139.23654820001684,139.23654820001684,140.92074690002482,x,0,1.6794924000278115,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,8,3,35,3,,,,,140.9353011000203,,140.92252369993366,140.9353011000203,141.9347758999793,141.9347758999793,141.9347758999793,141.9347758999793,141.9347758999793,142.933652699925,142.933652699925,144.31792920001317,z,1,1.3783996000420302,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,9,0,36,0,,,,,144.33248370001093,,144.31945519999135,144.33248370001093,145.33155779994559,145.33155779994559,145.33155779994559,145.33155779994559,145.33155779994559,146.33066169999074,146.33066169999074,147.79780840000603,c,0,1.4597476000199094,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,9,1,37,1,,,,,147.81297069997527,,147.79961629991885,147.81297069997527,148.81210659991484,148.81210659991484,148.81210659991484,148.81210659991484,148.81210659991484,149.8111488999566,149.8111488999566,152.0778095999267,v,1,2.259540700004436,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,9,2,38,2,,,,,152.09275499999058,,152.07955149991903,152.09275499999058,153.09195659996476,153.09195659996476,153.09195659996476,153.09195659996476,153.09195659996476,154.0909869999159,154.0909869999159,157.27332809998188,x,0,3.1754710999084637,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,9,3,39,3,,,,,157.28819689992815,,157.2751406999305,157.28819689992815,158.28755379992072,158.28755379992072,158.28755379992072,158.28755379992072,158.28755379992072,159.28681499999948,159.28681499999948,162.1532779999543,z,1,2.8645357000641525,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,10,0,40,0,,,,,162.16781639994588,,162.15504470001906,162.16781639994588,163.16697789996397,163.16697789996397,163.16697789996397,163.16697789996397,163.16697789996397,164.16584159992635,164.16584159992635,166.76519309997093,c,0,2.5856878000777215,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,10,1,41,1,,,,,166.78048349998426,,166.76700609992258,166.78048349998426,167.7797870999202,167.7797870999202,167.7797870999202,167.7797870999202,167.7797870999202,168.77916379994713,168.77916379994713,171.69492289994378,v,1,2.910154700046405,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,10,2,42,2,,,,,171.70954619999975,,171.69655629992485,171.70954619999975,172.7089734999463,172.7089734999463,172.7089734999463,172.7089734999463,172.7089734999463,173.70830059994478,173.70830059994478,175.5422936999239,x,0,1.8204796999925748,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,10,3,43,3,,,,,175.55695270001888,,175.5440634000115,175.55695270001888,176.5559621999273,176.5559621999273,176.5559621999273,176.5559621999273,176.5559621999273,177.55515619996004,177.55515619996004,179.98864739993587,z,1,2.431527900043875,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,11,0,44,0,,,,,180.00305719999596,,179.99038969993126,180.00305719999596,181.0025225999998,181.0025225999998,181.0025225999998,181.0025225999998,181.0025225999998,182.00145440001506,182.00145440001506,184.73473559995182,c,0,2.7311191000044346,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,11,1,45,1,,,,,184.74952409998514,,184.73691779992077,184.74952409998514,185.74845449998975,185.74845449998975,185.74845449998975,185.74845449998975,185.7648275999818,186.74755650002044,186.74755650002044,188.9974469000008,v,1,2.233313399949111,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,11,2,46,2,,,,,189.01243349991273,,188.99920359998941,189.01243349991273,190.01150869997218,190.01150869997218,190.01150869997218,190.01150869997218,190.01150869997218,191.0104628999252,191.0104628999252,193.3271043000277,x,0,2.298780499957502,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,11,3,47,3,,,,,193.34210479992907,,193.3289145999588,193.34210479992907,194.34150769992266,194.34150769992266,194.34150769992266,194.34150769992266,194.34150769992266,195.3405924999388,195.3405924999388,196.85748349991627,z,1,1.5136472000740469,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,12,0,48,0,,,,,196.87260000000242,,196.85925330000464,196.87260000000242,197.87237360002473,197.87237360002473,197.87237360002473,197.87237360002473,197.87237360002473,198.87107539991848,198.87107539991848,200.7885700999759,c,0,1.9149659000104293,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,12,1,49,1,,,,,200.80230009998195,,200.79032409994397,200.80230009998195,201.80153059994336,201.80153059994336,201.80153059994336,201.80153059994336,201.80153059994336,202.80103739991318,202.80103739991318,206.36561199999414,v,1,3.5500904999207705,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,12,2,50,2,,,,,206.38120699999854,,206.3672378999181,206.38120699999854,207.3806265000021,207.3806265000021,207.3806265000021,207.3806265000021,207.3806265000021,208.37977030000184,208.37977030000184,209.8302988000214,x,0,1.4435580000281334,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,12,3,51,3,,,,,209.844991400023,,209.832065399969,209.844991400023,210.84460159996524,210.84460159996524,210.84460159996524,210.84460159996524,210.84460159996524,211.84374319994822,211.84374319994822,213.2114230999723,z,1,1.3620059000095353,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,13,0,52,0,,,,,213.2276767999865,,213.21332749992143,213.2276767999865,214.22500819992274,214.22500819992274,214.22500819992274,214.22500819992274,214.2415619000094,215.22424619994126,215.22424619994126,216.82506730000023,c,0,1.5961383000249043,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,13,1,53,1,,,,,216.8397480000276,,216.82679969992023,216.8397480000276,217.83880899997894,217.83880899997894,217.83880899997894,217.83880899997894,217.83880899997894,218.83769979991484,218.83769979991484,220.37116009998135,v,1,1.521555699990131,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,13,2,54,2,,,,,220.38640550000127,,220.37316389998887,220.38640550000127,221.38576420000754,221.38576420000754,221.38576420000754,221.38576420000754,221.38576420000754,222.38469440001063,222.38469440001063,224.5169144999236,x,0,2.1193070999579504,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,13,3,55,3,,,,,224.532668299973,,224.51836779993027,224.532668299973,225.53296979994047,225.53296979994047,225.53296979994047,225.53296979994047,225.53296979994047,226.53090679994784,226.53090679994784,228.71582599997055,z,1,2.1666196000296623,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,14,0,56,0,,,,,228.7291825999273,,228.7176209000172,228.7291825999273,229.7289032000117,229.7289032000117,229.7289032000117,229.7289032000117,229.7289032000117,230.72811369993724,230.72811369993724,232.4281371999532,c,0,1.6919556999346241,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,14,1,57,1,,,,,232.4435062999837,,232.42990829993505,232.4435062999837,233.442548800027,233.442548800027,233.442548800027,233.442548800027,233.442548800027,234.4417037999956,234.4417037999956,236.4076422000071,v,1,1.9486324000172317,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,14,2,58,2,,,,,236.42374489991926,,236.40930800000206,236.42374489991926,237.42266029992606,237.42266029992606,237.42266029992606,237.42266029992606,237.42266029992606,238.42153259995393,238.42153259995393,240.0216189000057,x,0,1.5906660000327975,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,14,3,59,3,,,,,240.03691809996963,,240.02366279996932,240.03691809996963,241.03632039995864,241.03632039995864,241.03632039995864,241.03632039995864,241.03632039995864,242.03532419994008,242.03532419994008,243.96893269999418,z,1,1.91661080007907,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,15,0,60,0,,,,,243.98413599992637,,243.97067980002612,243.98413599992637,244.98295580002014,244.98295580002014,244.98295580002014,244.98295580002014,244.99973769998178,245.98198209994007,245.98198209994007,247.6320790000027,c,0,1.6335292999865487,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,15,1,61,1,,,,,247.64727620000485,,247.63386489998084,247.64727620000485,248.64670359995216,248.64670359995216,248.64670359995216,248.64670359995216,248.64670359995216,249.64578429993708,249.64578429993708,252.1619836000027,v,1,2.514321400085464,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,15,2,62,2,,,,,252.17708439996932,,252.1637501999503,252.17708439996932,253.17627129994798,253.17627129994798,253.17627129994798,253.17627129994798,253.17627129994798,254.17512309993617,254.17512309993617,256.0425174999982,x,0,1.8649433000246063,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,15,3,63,3,,,,,256.0570748000173,,256.04430469998624,256.0570748000173,257.05680040002335,257.05680040002335,257.05680040002335,257.05680040002335,257.05680040002335,258.05542350001633,258.05542350001633,259.09037889994215,z,1,1.028166399919428,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,16,0,64,0,,,,,259.10483450000174,,259.0921722999774,259.10483450000174,260.10394469997846,260.10394469997846,260.10394469997846,260.10394469997846,260.10394469997846,261.1032206999371,261.1032206999371,262.9032208999852,c,0,1.7977713999571279,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,16,1,65,1,,,,,262.9181120999856,,262.90515409992076,262.9181120999856,263.9174998999806,263.9174998999806,263.9174998999806,263.9174998999806,263.9174998999806,264.91671100002714,264.91671100002714,266.71645830001216,v,1,1.7830795999616385,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,16,2,66,2,,,,,266.7316890999209,,266.7184345999267,266.7316890999209,267.7310744000133,267.7310744000133,267.7310744000133,267.7310744000133,267.7310744000133,268.73079299996607,268.73079299996607,270.3804226999637,x,0,1.647039799951017,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,16,3,67,3,,,,,270.39528810000047,,270.3827273999341,270.39528810000047,271.3947891999269,271.3947891999269,271.3947891999269,271.3947891999269,271.3947891999269,272.3938000999624,272.3938000999624,274.0446812999435,z,1,1.6439093999797478,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,17,0,68,0,,,,,274.0591574999271,,274.04644309997093,274.0591574999271,275.05823839991353,275.05823839991353,275.05823839991353,275.05823839991353,275.05823839991353,276.0577548999572,276.0577548999572,277.5244654000271,c,0,1.4493315999861807,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,17,1,69,1,,,,,277.5396732999943,,277.5262402999215,277.5396732999943,278.5389954999555,278.5389954999555,278.5389954999555,278.5389954999555,278.5389954999555,279.5379790000152,279.5379790000152,281.5214199000038,v,1,1.9658267999766394,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,17,2,70,2,,,,,281.53644529997837,,281.5231546999421,281.53644529997837,282.5358803999843,282.5358803999843,282.5358803999843,282.5358803999843,282.5358803999843,283.53515969996806,283.53515969996806,286.7334362999536,x,0,3.1935389999998733,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,17,3,71,3,,,,,286.74872489995323,,286.73522709996905,286.74872489995323,287.7479489999823,287.7479489999823,287.7479489999823,287.7479489999823,287.7479489999823,288.74705759994686,288.74705759994686,290.79729969997425,z,1,2.0473300999728963,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,18,0,72,0,,,,,290.8121504000155,,290.79904730001,290.8121504000155,291.8113146999385,291.8113146999385,291.8113146999385,291.8113146999385,291.8113146999385,292.81026579998434,292.81026579998434,294.86047029995825,c,0,2.0440561999566853,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,18,1,73,1,,,,,294.87521929992363,,294.86210569995455,294.87521929992363,295.87465090001933,295.87465090001933,295.87465090001933,295.87465090001933,295.87465090001933,296.87363199994434,296.87363199994434,298.8235659999773,v,1,1.9420691999839619,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,18,2,74,2,,,,,298.8384665999329,,298.82534460001625,298.8384665999329,299.83800869993865,299.83800869993865,299.83800869993865,299.83800869993865,299.83800869993865,300.837497600005,300.837497600005,302.387119299965,x,0,1.533624800038524,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,18,3,75,3,,,,,302.4023354999954,,302.3889304000186,302.4023354999954,303.4019918999402,303.4019918999402,303.4019918999402,303.4019918999402,303.4019918999402,304.40095429995563,304.40095429995563,306.30068919993937,z,1,1.8898327000206336,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,19,0,76,0,,,,,306.3156511000125,,306.3024863000028,306.3156511000125,307.3154689000221,307.3154689000221,307.3154689000221,307.3154689000221,307.3154689000221,308.31426699995063,308.31426699995063,310.0481056999415,c,0,1.7217168998904526,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,19,1,77,1,,,,,310.06284269993193,,310.04995289992075,310.06284269993193,311.06247549992986,311.06247549992986,311.06247549992986,311.06247549992986,311.06247549992986,312.06117100000847,312.06117100000847,313.7784579999279,v,1,1.7031696999911219,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,19,2,78,2,,,,,313.7935396999819,,313.78022169996984,313.7935396999819,314.7925938999979,314.7925938999979,314.7925938999979,314.7925938999979,314.8089165999554,315.79158550000284,315.79158550000284,317.70836409996264,x,0,1.9011646000435576,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,19,3,79,3,,,,,317.7232282999903,,317.7102053000126,317.7232282999903,318.7224725999404,318.7224725999404,318.7224725999404,318.7224725999404,318.7224725999404,319.7217408999568,319.7217408999568,321.6544764999999,z,1,1.9269378000171855,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,20,0,80,0,,,,,321.66980349994265,,321.6558496999787,321.66980349994265,322.66926430002786,322.66926430002786,322.66926430002786,322.66926430002786,322.66926430002786,323.6679623000091,323.6679623000091,325.0529583999887,c,0,1.3825350999832153,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,20,1,81,1,,,,,325.06732999999076,,325.0547401999356,325.06732999999076,326.066454899963,326.066454899963,326.066454899963,326.066454899963,326.066454899963,327.06551689992193,327.06551689992193,328.8154989000177,v,1,1.7412241999991238,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,20,2,82,2,,,,,328.8305281000212,,328.8175552999601,328.8305281000212,329.83005909994245,329.83005909994245,329.83005909994245,329.83005909994245,329.83005909994245,330.8292555999942,330.8292555999942,334.11125479999464,x,0,3.276239400031045,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,20,3,83,3,,,,,334.1263968999265,,334.11288369994145,334.1263968999265,335.12541689991485,335.12541689991485,335.12541689991485,335.12541689991485,335.12541689991485,336.12485679995734,336.12485679995734,337.30899749998935,z,1,1.1779665999347344,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,21,0,84,0,,,,,337.32373319996987,,337.3111180999549,337.32373319996987,338.3231274000136,338.3231274000136,338.3231274000136,338.3231274000136,338.3231274000136,339.3221361999167,339.3221361999167,340.58932379994076,c,0,1.2502375999465585,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,21,1,85,1,,,,,340.6041622000048,,340.59110720001627,340.6041622000048,341.6035248999251,341.6035248999251,341.6035248999251,341.6035248999251,341.6035248999251,342.6027478999458,342.6027478999458,344.83584209997207,v,1,2.2214788999408484,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,21,2,86,2,,,,,344.8509066000115,,344.8376175999874,344.8509066000115,345.8501466999296,345.8501466999296,345.8501466999296,345.8501466999296,345.8501466999296,346.8488465999253,346.8488465999253,348.2827231999254,x,0,1.4225799000123516,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-150,z,21,3,87,3,,,,,348.2983408999862,,348.28448679996654,348.2983408999862,349.2974739000201,349.2974739000201,349.2974739000201,349.2974739000201,349.3138657999225,350.29666859994177,350.29666859994177,358.39221189997625,z,1,8.09194200008642,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
-50,x,22,0,88,0,,,,,358.4064660000149,,358.39404499996454,358.4064660000149,359.40556909993757,359.40556909993757,359.40556909993757,359.40556909993757,359.40556909993757,360.4048491999274,360.4048491999274,362.2215479000006,c,0,1.8077128999866545,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
150,v,22,1,89,1,,,,,362.23668560001533,,362.22332230000757,362.23668560001533,363.23618829995394,363.23618829995394,363.23618829995394,363.23618829995394,363.23618829995394,364.2351501999656,364.2351501999656,365.95144829992205,v,1,1.6997949000215158,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
50,c,22,2,90,2,,,,,365.9667035000166,,365.9533085000003,365.9667035000166,366.9659266999224,366.9659266999224,366.9659266999224,366.9659266999224,366.9659266999224,367.9654739999678,367.9654739999678,369.48282269993797,x,0,1.5022763999877498,None,,,,,,,,,,,,,,,801544,001,2024-10-17_14h32.30.810,4.0 Motor Sequence Learning,2024.1.5,None,2024-10-17 14h33.02.628742 +0530,
